,comment,sentiment
6615,دوست محترم صحیح میفرمایند واقعا خدا بهشون کمک کنه,-1
6616,عالیه هم روز برفی هم برنامه‌ی خوبتون و هم خودتون اقای رشید پور عزیز,-1
6617,خدا صد هزار بار شکر فراموش نشدیم,1
6618,زنده باشید رک سخنه شیرین سخن,1
6619,روز مون رنگی باشه بهتره,1
6620,سلام و صبح بخیر متاسفانه تلویزیون ما ازدیشب بخاطر برف قطعه,-1
6621,سلام آقای رشیدپور اگه راست میگی و مجری منتقد دولتی لطفا حداقل پیگیر پول‌های که برای زلزله زده‌ها تو حساب دولتمردان و سلبریتیها است هم باش تو سرما تو چادر چطور زندگی می‌کنند,-1
6622,خوش برف باشین دعاکنید بقیه شهرها هم این چنین ببارد,0
6623,با با زلزله زدها که مشکلی ندارند به حول و قوه اخوندا,-1
6624,روزمون رشید پوری باشه به اضافه برف,1
6625,سلام لطفا درباره حقوق بازنشسته‌های نیروی انتظامی صحبت کنید آخه با یک ملیون و هفتصد هزار تومان با پسر دانشجو میشه زندگی کرد,-1
6626,صبح شما هم بخیر,1
6627,ممنون ازبرنامه خوبتون,1
6628,سلام چرا اهنگ برف حبیب رو پخش نمیکنید الان وقتشه,-1
6629,کاش همه از بارش برف خوشحال میشدن نه یه عده,-1
6630,برنامه تون عالیه ولی نمیتونم ببینم متاسفانه ساعت ۶از خونه میزنم بیرون,-1
6631,سلام و صبح شما بخیر و روز خوبی داشته_باشید با آمدن برف زیاد.,1
6632,سلام آقای رشیدپور لطفا در مورد پاداش بازنشستگان ورزش و جوانان بگویید یک سال نمیدن ارزش دریافتی تمام شد,-1
6633,سلام من از ماهشهر هستم اینهمه حرف بافت فرسوده میزنم وام بافت فرسوده گرفتم ساختم الان که قسط بندی کردن میگن شود NUM۲ درصد یارانه دولت نداده ما موندیم با ماهی سیصد اضافه قسط با سود بالا توی این قشر چجور باید جواب گو باشیم خواهشا اگر امکان داره درموردش صحبت کنید مرسی باتشکر,-1
6634,روز برفی تون بخیر. مرسی از گروه خوب حالا خورشید، مرسی از آقای رشید پور نازنین ,1
6635,سلام من حسین دهیار روستای نجم اباد از توابع بخش کاخک شهرستان گنابادهستم و برنامه بسیار جالبتون رو بهتون تبریک میگم. خوش بحالتون که اونجا برف اومده سرناهاش برای مایه,1
6636,سلام آقا من از انگلیس هستم اول خواستم بگم مرسی از برنامه‌ها تون.. بعد خواستم بگم که اگر در عکس یا پوستر زیبا که گذاشتین اگر زیر یکشنبه تاریخ را اضافه کنید خیلی خوب میشه لطفان چون ما که اینجا همش با تاریخ خارجی هر روز کار میکنیم تاریخ ایران رو هم همزمان بفهمیم خیلی خوبه ممنون …,1
6637,سلام خدایی تا حالا دیده_بودید برف همه کارهارو بخوابونه اونم اولیش,1
6638,تنها برنامه‌ای که از دیدنش چشم پوشی نمیکنم طیبه رازقندی,1
6639,عاقا ماهم برف میخوام دعا کنین خراسان جنوبی هم بباره,-1
6640,خواهش میکنم بمونید. برنامه رو تموم نکنید,-1
6641,سلام آقای رشید پور، شهرستان ما (رفسنجان) ک هنوز امسال زمینش‌تر نشده.,-1
6642,خدا رو شکر تهران هم یه برف حسابی اومد وما هم روی برف رو دیدیم. ,1
6643,این اتفاق فقط درایت مملکت اتفاق می‌افته نماز میخونم که نزولات آسمانی از طرف خداوند متعال نازل بشه ولی آمادگی‌شو ندارند,-1
6644,یه خرده از ابراروهم بفرستین بیاد شیراز اینجا انگار نه انگار زمستونه,-1
6645,سلام جناب رشید پور عزیز، من و دو قلوهام هرروز برنامه تونو میبینیم سپاسگزارم از برنامه عالیتون. زهرا موکل,1
6646,امروز باب همون شعر تیتراژ پایانی برنامه ست. زمستون تن عریان …,1
6647,سلام. طالبی هستم تولید کننده سنگ آنتیک. محتاج حمایت حالا خورشید.,0
6648,سلام خسته نباشید آقای رشید پور، تو رو خدا فکر بارور کردن ابرها برا استان فارس هم باشید، زمستون تموم شد ی قطره بارون نیومد، کشاورزا چیکار کنن,-1
6649,بخدا اصلا مسئولا فکر کشاورزا نیستن، شما ی کاری کنید برا استان فارس,-1
6650,روحمان سفید به رنگ برف,1
6651,برنامه شما از تلوزیون اقلید فارس قطع میباشد,-1
6652,لطفا بگید به داد هموطنانمون در اتبان قم برسند,-1
6653,برنامتون بسیار عالی در مورد بحث ازمون eptدانشگاه ازاد با این همه پیامی که دانشجویان دکترا دادن هیچ انعکاسی نداشت امیدوارم واقعا خوانده و شنیده_شویم,-1
6654,اقای رشیدپور من در روستای بجدن خواشد سبزوار هستم ماگاز نداریم خودمونو باچراغ گرسوز گرم میکنیم بگین لطفا مسئولین ب دادمون برسن,-1
6655,برنامه تون خلی خوبه ولی حیف که اصل زمانیه که ما مدرسه‌ایم لطفا یک تکرار هم برای برنامه تون در نظر بگیرید تا ما دانش آموزان و دانشجویان هم بتونیم ببینیم,-1
6656,اقای رشید پور سلام برای دیدن پخش زنده چگونه به شما بپیوندیم امروز روز برفیست و شما را روی انتن تلویزیون نمی‌توانیم ببینیم لطفا راهنمایی کنید البته صفحه هواداران را در اینستا وتلگرام دارم ولی پخش زنده میخوام,0
6657,زندگی زیباست با تموم قشنگیاش,1
6658,برنامتون محشره اقای رشید پور من فرزند یک جانبازم برای سلامتی پدرم فقط دعا کنید,1
6659,سلام صبح LINK واقعاعالیه.,1
6660,سلام آقای رشید پور ما باید با این کلاهبرداری چیکار کنیم خیلی راحتم از زندان آزاد میشن چرا چون پول دولت نبود چرا از مشکلات ما و چکهای برگشتی که اینقدر راحت بانک مرکزی برای کلاهبرداری تایید کرده چیزی نمگین ما باید چیکار کنیم چرا کسی حرف مارو گوش نمیده شما هم که اصلا صحبت نمیکنید,-1
6661,دانه‌های برف شاد باش می‌بارد زمین دیگر تاب سیاهی را نداشت، خدا آب و جارویی به راه انداخته_است ‌. سجده شکر به جا می‌آوریم الحمدا … کما هو اهله الحمدا … رب العالمین,1
6662,سلام رضا رمضان زاده هستم خبری از ما نمیگیرید دیگه اقای رشید پور چی شد اخر جایزه منو ندادیا,-1
6663,سلام صبح بخیر الهی که این برف برای همه با خیریت سپری بشود,1
6664,سلام رضا رمضان زاده هستم خبری از ما نمیگیرید دیگه اقای رشید پور چی شد اخر جایزه منو ندادیا راستی کلیپ خود بابک جهانبخش پخش کنید,-1
6665,سلام اقای رشید پور برنامه تون عالیه,1
6666,سلام اقای رشید پور ممنون از برنامه عالی تون,1
6667,جناب رشید پور صبحتون عسل یه سوال شما که خودتون رو دلسوز مردم میدونید چطور میشه هر روز لباس وساعت و‌ … ست می‌کنین اینقدر تفاوت بین گفتار ورفتار از کجا؟,-1
6668,شما که نمی‌خونی چه کامنتی؟!!!,-1
6669,درود اقای رشید پور خوشبحالتون ک برف دارید ما ک در کرمان بخار پز شدیم,-1
6670,میگمااا همه جای ایران برف و بارون اومد به جز LINK مسئولین رسیدگی کنن دیگه,-1
6671,سلام صبح بخیر خوش به حالتون ما که شیراز مدتهاست در بهار بسر میبریم,-1
6672,احسنت من که یک ساعت بعد پست شمارو دارم چرا نمی‌دونم آقای رشید پور عزیز,0
6673,سلام صبحتون بشادی,1
6674,وضعیت اتوبان قم از دیروز بعداز ظهر مسدود بوده، پیامک‌ها و اعلام وضع راه هیچ کدوم اینو نمی‌گفتن، مردم از دیشب تو اتوبان گیر افتادن، پمپ بنزین برق نداشته، چرا از ورود مردم به مسیر بدون تجهیزات جلوگیری نشده؟ چرا اطلاع رسانی نشده؟,-1
6675,یه زنگ به همون شماره هایی که از هلال احمر و راهداری زیرنویس می‌کنید بزنید ببینید چطور جوابتون رو میدن و چقدر اطلاع دارن که اوضاع چیه؟,-1
6676,پیامک ساعت NUM NUM ۱:۴۰ بامداد وضع راه رو براتون فرستادم تو تلگرام، تلفن گویا جاده مسدود رو همراه با بارش باران اعلام میکرد,0
6677,خودمون پاشیم پای پیاده پتو و غذا ببریم برای عزیزامون؟؟ این رسانه عریض و طویل حرکتی از کمک رسانی و امداد چرا نشون نمیده؟,-1
6678,بیزحمت به مردم بگین تو این هوای برفی حیوانات زبون بسته رو از جمله پرنده هارو فراموش نکنید و بهشون از نان خشک و اضافه غذا‌های مونده بدهند.,-1
6679,هر روز دار م پیام میدم میگم پسرم دوست داره تو ارزوها ی خوب پیام بده اما هیچ وقت جواب نمیدین ممنون خسته نباشید,-1
6680,سلام چه روز خوبی ولی اصفهان برف نمیاد,-1
6681,خدایا هزاران مرتبه شکر بخاطر نعمت الهی,1
6682,هیچ فصلی همیشگی نیست، زمستان هم تا ابد طول نمیکشد، اگر امروز مشکلی دارید، بدانید که بهار در پیش است … «آنتونی رابینز» ID,0
6683,ممنون جناب رشید پورصبح عالی بخیر,1
6684,خدایا به مردم کمک کن که بادیدن برفت شادی کنن نه غمگین بشن,1
6685,رشید پور کم ادای رابین هود را در بیار!,-1
6686,از دیشب فقط تو فکر چادرهای سرپل ذهابم. این برف خوشحالم نکرد.,-1
6687,سلام صبح بخیر جناب رشید پور ممنون از برنامه خوبتون,1
6688,شاید وقتی دیگر. اولین فیلمی که ازشون یادمه,0
6689,وای آقای داریوش فرهنگ عالی بودن,1
6690,استاد داریوش فرهنگ از استثناهای سینمای ماست,1
6691,بازیگر تواناو دوست داشتنی,1
6692,خیلی هنرمند هستن مرسی که دعوتشون کردین اقای رشید پور,1
6693,داریوش فرهنگ خیلی خوب خداحفظ کند,1
6694,ممنون که دعوتش کردی,1
6695,سلام وعرض ادب خدمت اقای رشید پور و همکاران محترمشون. یه گله‌ای داشتم از اقای رشید پور. پرسنلی که توی بیمارستان‌ها کار میکنن خیلی مظلوم واقع میشن همه کاردرمانی همه. افرادی رو توی برنامه تون دعوت میکنید که من به شخصه فکرش هم نمیکردم توی زندگیم مثلا یه فضا نورد ببینم یا افسر زیردریایی. ولی روز پرستار که میشه یه معلم دعوت میکنید و میگید مثل پرستاره ما کادر بیمارستان اون روز همه دلخور شدیم. فهمیدیم هیچ کسی رو نداریم اصلا مهم نیستیم. اصلا اصلا,-1
6696,هاشمی هستم از بندر عباس,0
6697,رشید پور به داریوش فرهنگ اجازه حرف زدن ندادی,-1
6698,سلام اقا رشید پور تا چه موقع باید شاهد دزدیهای اقایون یاشیم واله منو امتال من یکمیلیون مستمری میگیریم ودایما باید خبر گم شدن میلیارد دلاری باشیم. این چه اسلامیه عید داره میاد و ما ناراحت از امدنش,-1
6699,سلام آگه اقای رضارشیدپور را حذف کنید مطمئن باشید به صفردرصد میرسه,-1
6700,خدا کنه چپق شمارو هم چپ نکنن,-1
6701,ااققااا نه تروخدا تمومم نششهه … قول بدین ی برنامه دیگه همینجوری برامون بسازین … خب شمام مث صبحی دیگر که چند ساله برنامه داره ادامه بدین.,-1
6702,بلی,0
6703,بله عالی,1
6704,بله خیلی.,1
6705,توروخدا آقای رشیدپور برنامه تون روقطع نکنید من هرروز به خاطر برنامه شما ازخواب بیدارمیشم,-1
6706,بله یکم درمورد وام ازدواج صحبت کنید خیلی سخت میگیرند,-1
6707,وای چرا میخواد قطع بشه امروز خیلی ناراحت شدم یه برنامه خوب دارید اونم داره تموم میشه,-1
6708,عشق ما حال خورشید، موفق باشی رشید پور عزیز شما مجری باهوش و با انثافی هستی اما اگر سیاست آ م رو مجبور بکنه بعضی چیزا رو نادیده بگیری و اونموقع مقاومت کرد اون موقع میشه گفت طرف مردمی ببینیم چیکار میکنی مواظب باش طرفدارهات نپرن. LINK.,1
6709,انصاف رو باث نوشتم چون خوصله نداشتم دنبال ص بگردم,0
6710,بعله,0
6711,آقای رشیدپور برنامه‌ی صبحگاهی تان واقعا مفید و شاد هستش. و حسابی روحیه به ما می‌دهد. و هرروز بهتر از دیروز LINK امید اینکه دوباره ادامه پیدا کنه …,1
6712,بله NUM۳٪. حرف نداره. چون زبون و دل همه‌ی مردمه.. درود بهمه تون. خدا نگهدارتون باشه. موفق باشین ,1
6713,بببله چراکه نه راضیهستیم هزارهزار ,1
6714,برنامتون حرف نداره راضیم راضیم خداوند ازتون راضی باشه ان شاءالله,1
6715,سلام خسته نباشین برنامتون تکه انشاالله ادامه داره …,1
6716,به نام اول بی ابتداواخربی انتهابرنامتون نامبروان یک یک,1
6717,صد در صد یا بگم هزار در هزار یا بگم میلیارد در میلیارد خیلی خیلی راضی هستیم برنامه شما واقعا حرف نداشت خیلی خوب درد دل مردم رو می‌گفتین و مشکلات را حل میکردین,1
6718,انشالله به زودی دوباره برنامه تون اجرا بشه,0
6719,صد تا صلوات میفرستم که دیگه نیاد رشید پور,-1
6720,من در این NUM۲ روز آینده ثانیه شماری میکنم تا برنامه شاد ومردمی شما را ببینم موفق وسر بلند باشی,1
6721,اونکه نذر NUM۳ تا صلوات کرده که شما نیایید نذر برا خودش بکنه که آگاهی ودیدش به محیط اطرافش بیشتر شود,-1
6722,آقای رشید پور سلام و دمت گرم ولی از دختران خیابون انقلاب هم بگو,1
6723,به کوریه چشم حسودان بهترینی,1
6724,وای چقدر تملق گو اینجا جمه خدا رحم کنه,-1
6725,انچه از دل بر اید لاجرم بر دل نشیند شما دل قلب و دل ما هستی رشیدبور بزرگوار,1
6726,برنامه اتون عالی عالی بود,1
6727,بله من همیشه برنامه شما رو نگاه میکردم,1
6728,مرسی,1
6729,سلام بله برنامتون عالیه خوب نامبر وان هر برنامه که رشیدپور اجرا کنه بینظیر است,1
6730,این برنامه بسیار شاد واموزنده است وواقعاخیلی اجتماعی از جناب اقای رشی پور بسیار متشکرم صمدزاده یک فرهنگی باز نشسته,1
6731,بله خیلی برنامه خوبیه صبحمونو با برنامه شما پر انرژی‌تر میکنیم,1
6732,کو کجاس نظرسنجی تون,0
6733,",بله",0
6734,اصلا خوب نیست رشید پور حق رو نمیگه,-1
6735,برنامه حالا خورشید بی نظیره امیدوارم حالا حالا هااا تموم نشه ,1
6736,بله عالیه,1
6737,این برنامه عالیه عالی …,1
6738,کاش تکرار داشت ,-1
6739,بببله عععالی,1
6740,عالی ده دل من خیلی خالیه,1
6741,واقعا برنامه عالی هس. اقای رشیدپور خیلی مجری خوبین,1
6742,برنامتون عالی هست انشاالله عید استراحت کنید بعد عید با انرݫی بیاین,1
6743,آخه مگه میشه مگه داریم که راضی نباشیم ای بابا عالیه عالیه عالی,1
6744,برنامه تون عالیه تورو خدا تمومش نکنیدمن وهمسرم هر روز صبح به عشق برنامه شما بلند میشم,1
6745,برنامه تون عالی و بی نظیر هست ,1
6746,بله برنامتون عالی عالیه,1
6747,فوق العادس,1
6748,تفکر این NUMF چی بوده که نظرشون مثبت نبوده,1
6749,بله که راضی هستیم عالیه,1
6750,بله بله بله بله بله بله بله صد دفعه گفتم بله بله. چقدرمیپرسین ,1
6751,بله عالیه ,1
6752,عالیه عالی,1
6753,راضی راضی,1
6754,بیست بیسته گله,1
6755,خیلی راضیم,1
6756,واقعا راضیم. ,1
6757,خیلی خوبه. عالیه,1
6758,خیلی عالیه خسته نباشید,1
6759,اره بله,1
6760,بسیار عالی احسنت با مجری‌گری اقای رشیدپور مگه میشه برنامه بد باشه,1
6761,امیدوارم همیشه سلامت باشید اقای رشیدپور,1
6762,تکرار بذارید واس برنامتون,1
6763,عالی تشکر,1
6764,خدا خیرتون بده. اول صبح خنده رو به لب مردم LINK خیلی عالیه من حاضرم برنامتون رو هم از لحاظ پولی ساپورت کنم,1
6765,خیلی سلامت باشید اقای رشیدپور گرامی,1
6766,عالی ممنون,1
6767,سلام رضا رشید پور شماره تلگرام برنامه حالا خورشید چنده,0
6768,فقط تو رو خدا تو رو خدا وقتشو عوض کنین آخه تو اداره ما صبح میان این خانم‌های بیکار میشینن برنامه شما رو با صدای بلند گوش میکنن ومار هم رو از کار میندازن (آنتن صدا و سیما),-1
6769,سلام جناب رشید پور برنامه خیلی عالی و خودت هم یه دونه‌ای ,1
6770,احسنت اقای رشید پور با این برنانه جالب که مدیریت میکنی,1
6771,خیلی عالی,1
6772,از تلویزیون ایران فقط برنامه شما,1
6773,بله خیلی راضی هستیم,1
6774,خیلی عالی راضی هستیم,1
6775,بله خیلی زیاااد,1
6776,بسیار زیاد,1
6777,بله خیلی عالیه,1
6778,بله بسیار زیاد ولی تو را به خدا ادامه بدید حتی بعداز عید ,1
6779,صد در صد برنامتون عالیه امیدوارم ادامه داشته باشه,1
6780,صددرصد عالی,1
6781,عالللی,1
6782,شمارابخدابمانید این تنها دلخوشی راازمانگیریدباورکنیدهرروزبه شوق دیدن حالاخورشیدوآقای رشیدپورازخواب بیدارمیشیم وگرنه غیرازاین باشه تلویزیون درهمه خانه‌ها تعطیل میشه,1
6783,,1
6784,خود گویید و خود خندید عجب مرد هنرمندی ملیجک روحانی ,1
6785,سلام واقعا خیلی حیف که شما امروز تو برنامه حرف از تماشدن برنامه زدین، تورو بخدا یه استراحت کنید برگردید ماچه کنیم؟ این رسالت خوب رسانه‌ای چه خواهد_شد؟ آیا شما کسی بعد از خودتون هست اینگونه کار کند؟,-1
6786,خیلی برنامه خوبیه,1
6787,برنامه تون عااالی ,1
6788,مخصوصا اقای نشاط ,1
6789,خواهشا خواهشا این برنامه رو ادامه بدید به قول دوستمون تنها دلخوشی ما ,1
6790,خیررر.. اقا,-1
6791,برنامتون عالیه عالییی …,1
6792,برنامه عالیه,1
6793,امیدوارم همیشه پابر جا باشید، هرچند که چشمتان پر از غم شده، ونگران قلبتان میشیم، خدا قدرت و قوت بده بتونین کار کنید,1
6794,برنامه اتو عالیه,1
6795,اقای رشید پور خواهش میکنم دایرکت جوابمو بدین بخدا به کمکتون خیلی نیاز دارم … به هر دری زدم تنها امیدم به شماست,-1
6796,شماعالی هستید … من به شخصه صبح فقط به عشق دیدن برنامه شما از خواب بیدارمیشم و بیدار می‌مونم و کل روز رو با انرژی صبحی خوب ادامه میدم,1
6797,حالا میدونید چرا عالی هستید؟! چون: حداقل حق مردم را زبانی میگین بعضی وقتا. سعی کنید مردم را نگه دارید، بدردتون میخوریم. نکنه کیفیت برنامه تون بد بشه، یا مغرور بشین!!!؟,-1
6798,باید راضی بود چون هیچ ضد و نقیض کاری در برنامتون وجود نداره و در مورد یه مسئله تا شفاف سازی نشه ول کن معامله نیستید که خودش عالیه دمتون گرن آقای رشید پور همیشه برنامتون پایدار,1
6799,بله. عالیه,1
6800,عالی ,1
6801,بلییی,1
6802,۱_بله,1
6803,من اصلا تلویزیون نمی‌بینم ولی برنامه چند سال پیش شما را می‌دیدم عالی بود سعی می‌کنید حرفتون بزنید پس باید,1
6804,سلام … فقط حیف جلو … رئیس جمهور … کم آورد,-1
6805,بی خیال نیستید این خودش هنر است,1
6806,بله ولی درمقابل روحانی خیلی … بودی یک خبرنگار یامجری باید شجاع باشد نه اینکه دست به عصا راه برود وروحانی هم باآن لبخند مسخره‌اش مردم را به بازی بگیرد مجلور نبودی برای حرفهای بی ارزش به نزدش بروی,-1
6807,رشید پور عزیز لطفا سیاسی نباش و یا نشو. بزار همه اون ذهنیت مثبتی که در موردت دارند رو برات نگه دارن، گرچه بعد مصاحبه‌ات مقداری ریزش داشتی از طرفدارانت، ولی همیشه فرصت جبران هست، هم خوب حرف میزنی هم شجاعی هم خوشتیپ، بنظرم تو حالاخورشید موفقی، پس احتیاج به حواشی نداری دوست من.,-1
6808,بله خیلی زیاد، درود به شرفت اقای رشید پور که پاچه خوار کسی نیستی و حرف حق رو بی پروا میزنی,1
6809,بله خیلی عالیه همیشه برقرار باشید برنامتون به ما انرژی میده,1
6810,بله خیلی عالی با مجری توانمندی مثل شما,1
6811,بلههه,1
6812,فوق‌العاده,1
6813,بله خیلی دستتون دردنکنه واقعااا برنامه خوبی دارین,1
6814,صدهزاربله,1
6815,بله عالی برنامه شما انژی میده امیدوارم ادامه پیدا کنه با اقای رشید پور. وهمکارانش دست شما درد نکنه,1
6816,بله خیلی عالیه من ابتدا برنامه شمارو دنبال میکنم و بعدش میرم سرکارم,1
6817,برنامتون عالیییه سپاس از مجریان و دست اندرکاران برنامه زیبا و جذاب و به نوعی پیام رسان مشکلات و پیام آمدها در جامعه,1
6818,بسیلر عالی ودوست داشتنی ومفید,1
6819,عالیه واقعا ممنون,1
6820,بله خیلی هم عالی,1
6821,بله عالی مخصوصا مجری,1
6822,عاشق برنامه هاتونم ولی توی نظر سنجی نبودم اگر همه شرکت کنن به صد در صدم بالا میزنه چون شما و جناب پرویز خان بیست هستین دیگه بالاتر نداریم بیست ,1
6823,خیلی خوب,1
6824,سلام اقای رشید پور ترو خدا موضوع بیمه سلامت و تو برنامه تون پیگیری LINK تحت پوشش هیچ بیمه‌ای نبودیم. نامردا اینم ازمون LINK روحانی فقط اوایل ریاست جمهوریش اون بیمه رو LINK الان چی؟؟؟ ممنون از برنامه LINK همیشه صدای مردم بودید,-1
6825,آری,0
6826,عااالللییی,1
6827,ولی کاشکی با رئیسی جمهور صادقانه‌تر حرف میزدید,-1
6828,بله استاد حرف نداری,1
6829,اگه شما هم غا فل گیر نشین و با اجازه بزرگتر‌ها بببله,1
6830,بعععله,1
6831,فقط ایراد برنامتون اینه که تکرار نداره,-1
6832,بله عالی,1
6833,بله بله,1
6834,بله بسیارعالی,1
6835,عالی برنامه تان,1
6836,رشید پور گم شو,-1
6837,عالی برنامه تان انشالله همیشه باشین,1
6838,بله خسته نباشید,1
6839,,0
6840, ,1
6841,راضی راضی بسیار عالی ولی حرف از قطع شدنه برنامه حالا خورشید نزنید,-1
6842,یسیار عالی,1
6843,,1
6844,بله عالیه برنامتون موفق باشید,1
6845,فوق العاده,1
6846,بله خیلی من تلویزیونم کانالهای ایران رو نمی‌گرفت به خاطر برنامه شما رفتم انتن خونگی گرفتم و مدل خونه رو به هم زدم فقط برنامه شما رو ببینم,1
6847,هر روز تاکید می‌کنم بله. برنامه بسیار خوب است. اگر هم قطع شود تعجب نمی‌کنم چون میدونم کسی به رضایتمندی مردم اهمیت نمی‌دهد.,1
6848, عالی فقط زمان پخش برنامه خیییلی زوده,-1
6849,بله بله بله,1
6850,بهترین برنامه فعلی تلویزیون حالا خورشید@,1
6851,ها هستیم,0
6852,بله حق تمام شدن نداری عزیزم,-1
6853,اون عده که ناراضی بودن یا از حسادتشونه یا عقده‌ای ان … زنده باد آقای رشیدپور زنده باد برنامه حالا خورشید,-1
6854,بله لطفا ادامه بدین برنامه خوبتونو,1
6855,بله خیلی,1
6856,واقعا برنامتون عالیه آقای رشیدپور برنامتون رو ادامه بدین بی نظیره,-1
6857,بله عالیه امیدوارم همیشه موفق باشید,1
6858,خیلی برنامه شما عالیه,1
6859,بله لطفا برنامتون همیشگی باشه و تموم نشه,1
6860,خیلی هم عالییه,1
6861,بلی عالییی,1
6862,خیلی عالیه..,1
6863,بله خیلی عالییاشاسین رشید پور,1
6864,مام بلی … خیلی عالیه,1
6865,شما با اقای روحانی مصاحبه نمیکردی خیلی سنگینتر بودی … اخه چی بود این سوالیی که پورسیدین؟! … عجبا,-1
6866,برنامتون عالیه حالا خورشیدیها خواهش میکنم قطعش نکنین,1
6867,بله برنامتون خیلی عالیه. یه خواهش هم دارم ازتون کمی درمورد ابدانان و مشکلاتش صحبت کنید لطفا. چنگیز شهبازی,1
6868,من که عاشق این برنامه‌ام,1
6869,عالی هستید خدا قوت,1
6870,من و اعضای خانواده این برنامه را دوست داریم,1
6871,بلههه، شما ماهی,1
6872,واقعابرنامتون عالیه,1
6873,البته از این بهتر نمیشه,1
6874,بلی بلی بلی بلی,1
6875,عالیه من خواب آلود رو سحر خیز کرد,1
6876,اونا ک ناراضین فک کنم آقازاده هااان. ,1
6877,دیدن بر نامه شما انرژی خاصی به ادم دست میده از شما وهمکاران خوبتان نهایت تشکر را دارم,1
6878,بله به توان هزار,1
6879,بهترین برنامه صبحگاهی حالا خورشید است امیدوارم تداوم داشته_باشد,1
6880,عالیه عالی ,1
6881,بله بسیار عالیه فقط زمانش یکم زوده میشه ساعت NUM۱ تا NUM۲ بشه,1
6882,بله برنامتون خیلی خوبه لطفا ادامه بدید,1
6883,بهههلع,1
6884,بله ه ه ,1
6885,عااالیه، صبح اول وقت کلی انرژی به ادم میده,1
6886,عشقی,1
6887,بله ,1
6888,عالییی,1
6889,بله. عااالیه. دست مریزاد,1
6890,بله خیلی زیاد … انشآلله روزبروز در ارائه‌ی برنامه‌های با کیفیت‌تر و پرمحتوا‌تر باشیم … موفق و سلامت باشین ,1
6891,اقای رشیدپور شما و دوستان عالی هستید,-1
6892,حرف ندارع,1
6893,بای,0
6894,بله برنامه اتون عالیه,1
6895,بله برنامه عالی,1
6896,برنامه تون عالیه آقای رشید پور شما بهترینی,1
6897,مرد هزار چهره,-1
6898,بله انشاءا … در پناه حق باشید,1
6899,برنامتون بینظیره واقعا درجه یک هستید,1
6900,مگه برنامه بهتر از این داریم … مگه داریم مگه میشه ,1
6901,من که برنامه بهتری سراغ ندارم,0
6902,بله بسیار ولطفا قطع نکنید برنامه رو خواهش می‌کنم,-1
6903,سلام با نظرسنجی عالی کجا میخواین برین,-1
6904, ,1
6905,درود به این پسر کرد,1
6906,آقای رشیدپور بجای اینکه مهمان دعوت کنید دربرنامه اطلاعیه بدید به مسولان نظام تدابیری بی انیشن مردمی درجاده‌ها گرفتار شدن نجات بدن,-1
6907,بی اندیشن,0
6908,درود بر آقای دکتر,0
6909,عالی بود دورود بر این مردان پاک و کارآفرین,1
6910,کدام قانون را عوض کنیم,0
6911,درود بر شرفت کورد,1
6912,واقعن درود بر اقای دکتر,1
6913,پسره کرد یعنی این … دردوبرشرف وغیرتت که نرفتی دنبال کاردولتی واستخدامی,1
6914,میشه این آقا به منم بگی که چطورمیتونم فکرنو داشته_باشم و کارافرینی کنم؟,0
6915,روحم زنده شد بعد از یه شیفت شبکاری سنگین,1
6916,کسی میدونه حالا خورشید تکرار داره یانه؟,0
6917,سلام اقای رضا ایجا هم برف میاید از بیرجند بهار,0
6918, ,1
6919,آقای رشیدپور شما با برادر من در دبیرستان سعدی تبریز همکلاس بودین، در عکس دسته جمعی که باهم دارین از جرج کلونی هم خوش تیپ‌تر هستین.,1
6920,تیپ مهم نیست مرام وانسانیت مهمه که دارید,0
6921,خیلی باحالی حق تمام شدن نداری,1
6922,مگر اقای رشید پور رئس جمهور که‌ تقاضا دارید,0
6923,ببخشید میشه اون تم پاییز رو بردارین از رومیزاصلن به این فصل نمیخوره لیوان ومیوه‌ها منظورمه ممنون,-1
6924,اقای رشید پور لطفا در مورد حقوق و مزایای کارکنان رشته پیراپزشکی صحبت کنید و از دولت بخواهید یه فکری به حال این عزیزان زحمت کش بکنن. بخدا همسر من پرسنل اتاق عمل هست شاید در هفته ما فقط چند ساعت اونو ببینیم سه شیفت کار می‌کنه تا بتونه مخارج زندگی را تامین کنه در حالی که تو همون بیمارستان دکترها کارانه‌های چند صد میلیونی می‌گیرن و بیشتر استرس کار روی پرسنل هست. خواهش می‌کنم از دولت بخواهید فکری به حال ما بکنه. اخه این درست نیست که از یک عمل دکترا چند میلیون بگیر و پرسنل همان عمل شاید ده الی بیست هزارتومن. این عدالت نیست,0
6925,خداییش روحیم عوض شد,1
6926,آقای رشید پور عزیز نمیخواین از تبرئه شدن سعید طوسی چیزی بگین؟,-1
6927,تیپ عالیه فقط لطفا یکبارم که شده مدل عینک تو عوض کن,0
6928,شما از جرج کلونی هم خوش تیپ‌تری جناب رشید پور,1
6929,یه مقدار شبیه فرهادجم بوده,1
6930,اقای رشید پور عالی هستید امیدوارم همیشه سلامت وپرانرژی باشید,1
6931,اقای رشیدپور لطفا اقایان فریبرزعرب نیا و احسان علیخانی رو ام مهمان برنامهٔ تان بیاوریدو باهاشون مصاحبه کنید.,0
6932,همچنین اقای امین تارخ رو ام بیاورین مهمان برنامهٔ شما باشند.,0
6933,مادر توروخدا این عکس دیگه نشون نده باورم نمیشه,-1
6934, ,1
6935, ,1
6936,اه چقدزشت بودی اون موقعها,1
